product_id,metric_date,total_users,active_users,transaction_count,transaction_value,revenue,failed_transactions,complaints,downtime_minutes,fraud_incidents
INTERNET_BANKING,2023-06-01,89859,52130,438647,643670695.35,15334105.74,8690,588,26.1,1053
MOBILE_BANKING,2023-06-01,129584,111919,989105,789589183.76,17082106.88,6284,547,12.5,627
POS_TERMINALS,2023-06-01,37246,5038,51460,115097616.14,972744.91,5409,232,133.4,337
USSD_SERVICE,2023-06-01,207228,128035,955865,738758372.32,10559501.87,38173,1528,40.7,2318
WALLET_APP,2023-06-01,102822,90953,925935,1998721670.29,28670521.2,11242,402,14.4,116
AGENT_BANKING,2023-06-02,60691,26115,127568,420278290.38,10183442.5,6673,280,56.0,769
ATM_NETWORK,2023-06-02,153648,81250,859848,3562082133.43,66796867.81,36226,1679,21.8,4447
CORPORATE_PORTAL,2023-06-02,12740,7992,94637,130492877.61,2028728.67,2959,85,33.8,135
INTERNET_BANKING,2023-06-02,90554,53870,349877,1216363934.7,20787685.08,10663,636,5.4,908
MOBILE_BANKING,2023-06-02,131578,113838,568707,2155684865.88,51384885.99,3937,530,3.5,476
POS_TERMINALS,2023-06-02,37314,10967,58284,42088979.93,652339.3,5289,523,179.6,468
USSD_SERVICE,2023-06-02,209156,147151,556046,2482781535.2,52857807.64,13286,1097,26.8,1168
WALLET_APP,2023-06-02,104302,75082,752178,1958535812.58,23565958.78,1327,266,14.4,736
AGENT_BANKING,2023-06-03,60433,27597,232419,328106501.7,4783525.53,18059,668,95.1,728
ATM_NETWORK,2023-06-03,153862,81064,936327,1946925070.43,22481430.06,50138,1487,94.2,1125
CORPORATE_PORTAL,2023-06-03,12813,7915,35844,93861036.84,1597103.8,421,53,28.1,55
INTERNET_BANKING,2023-06-03,90787,47701,427016,582907007.91,6916721.47,9536,263,41.5,533
MOBILE_BANKING,2023-06-03,132769,104835,1189232,3174213128.78,72574733.26,1311,194,1.4,676
POS_TERMINALS,2023-06-03,37258,6524,74650,297908977.56,3932618.79,7861,303,250.4,769
USSD_SERVICE,2023-06-03,210727,127950,457009,1745030955.88,28282297.8,10767,1124,41.4,524
WALLET_APP,2023-06-03,106705,92346,261587,1013862480.63,16591166.29,2037,372,11.5,31
AGENT_BANKING,2023-06-04,60498,25551,76584,293457851.41,6213810.83,3927,473,33.6,185
ATM_NETWORK,2023-06-04,155175,54078,359172,1064350632.27,26603123.22,13107,1326,81.3,2306
CORPORATE_PORTAL,2023-06-04,12841,7116,32776,53292591.11,1330545.68,1139,24,37.0,72
INTERNET_BANKING,2023-06-04,91461,51316,483614,1215545618.08,20649933.86,14146,564,34.0,1251
MOBILE_BANKING,2023-06-04,135569,107446,546159,1013841723.59,14975653.12,7086,339,2.8,153
POS_TERMINALS,2023-06-04,36681,8236,28120,124112637.93,3026111.58,2034,233,274.5,416
USSD_SERVICE,2023-06-04,213132,139871,648992,2167612777.19,24035250.02,18685,1572,15.3,1541
WALLET_APP,2023-06-04,108625,91113,305281,1311528899.17,13401374.8,2144,175,9.2,173
AGENT_BANKING,2023-06-05,61041,22433,239438,574217975.42,12778323.12,9606,202,39.4,490
ATM_NETWORK,2023-06-05,156671,74562,566528,1203477129.94,12160344.04,38007,1807,84.2,3718
CORPORATE_PORTAL,2023-06-05,12929,6514,56975,54525893.27,487757.57,944,39,37.1,114
INTERNET_BANKING,2023-06-05,92585,48207,521817,1423143464.94,32544821.95,20057,549,34.7,1200
MOBILE_BANKING,2023-06-05,137395,101463,1156658,2852803890.95,49377974.02,2523,317,9.2,613
POS_TERMINALS,2023-06-05,36242,8061,33703,74771127.99,1728451.56,2121,291,128.5,240
USSD_SERVICE,2023-06-05,213833,133780,394187,1576989414.62,19062467.47,12391,1169,21.5,711
WALLET_APP,2023-06-05,110906,83664,341509,124648408.39,2794096.98,3287,301,4.4,201
AGENT_BANKING,2023-06-06,61222,28603,329026,1344209919.71,22670318.13,14456,569,84.8,2313
ATM_NETWORK,2023-06-06,158030,68249,496225,1896398888.02,30934491.94,36479,986,80.4,807
CORPORATE_PORTAL,2023-06-06,13040,6735,44953,19222093.79,361258.92,511,77,38.5,31
INTERNET_BANKING,2023-06-06,92996,58801,238806,772354716.23,16878371.74,7149,469,31.3,488
MOBILE_BANKING,2023-06-06,140542,106008,631516,95897137.81,1471329.74,878,147,8.8,531
POS_TERMINALS,2023-06-06,35682,11606,29627,56185036.31,1044105.54,3910,663,88.8,315
USSD_SERVICE,2023-06-06,215010,110796,531986,1045688594.97,18224430.07,12853,1187,41.8,395
WALLET_APP,2023-06-06,113072,79221,346338,988321483.44,11187747.22,1476,296,11.7,333
AGENT_BANKING,2023-06-07,61751,20136,194750,677836951.73,9206777.34,9202,483,59.6,1288
ATM_NETWORK,2023-06-07,158258,77014,864872,875686749.11,12707024.12,57283,1733,28.5,1859
CORPORATE_PORTAL,2023-06-07,13073,8551,93243,33307644.49,672443.63,2439,44,12.2,64
INTERNET_BANKING,2023-06-07,93745,54812,516078,1933852577.04,25195176.35,15132,434,24.8,1318
MOBILE_BANKING,2023-06-07,142710,120892,407091,379801798.81,3139011.0,2535,458,14.7,179
POS_TERMINALS,2023-06-07,34992,8611,100419,379182138.0,7158089.02,11408,454,134.4,817
USSD_SERVICE,2023-06-07,215699,141106,794058,2824831727.13,54119068.11,23098,756,27.9,930
WALLET_APP,2023-06-07,114447,84954,812039,2414685545.45,27815278.0,3724,284,6.4,299
AGENT_BANKING,2023-06-08,62147,25180,255586,261432097.42,4568412.34,17135,554,102.0,370
ATM_NETWORK,2023-06-08,158751,68030,757833,1318547277.76,17848015.34,25022,899,55.4,3335
CORPORATE_PORTAL,2023-06-08,13182,6639,30917,9355432.37,207700.61,472,46,22.3,15
INTERNET_BANKING,2023-06-08,94266,53154,331756,1444661176.27,26571990.2,11425,161,19.3,756
MOBILE_BANKING,2023-06-08,144086,125832,352068,485414696.7,5667435.03,1541,216,6.9,109
POS_TERMINALS,2023-06-08,34647,9645,46260,134679348.47,2215243.97,3606,375,270.6,380
USSD_SERVICE,2023-06-08,218257,130543,878062,1062007963.89,23775962.82,16954,1445,9.9,1068
WALLET_APP,2023-06-08,116320,94772,584814,930969936.81,22390714.34,824,329,6.3,288
AGENT_BANKING,2023-06-09,62188,31408,208193,549751966.35,7283034.47,6804,438,38.7,1155
ATM_NETWORK,2023-06-09,159741,82454,841311,1804125326.41,19001450.84,42208,1760,26.1,4589
CORPORATE_PORTAL,2023-06-09,13374,7282,30247,98248934.19,1858665.28,1181,66,5.8,60
INTERNET_BANKING,2023-06-09,94724,48450,123556,310664529.94,3039817.58,3243,260,5.6,81
MOBILE_BANKING,2023-06-09,144841,114958,349833,548799728.75,9608966.59,5015,202,14.4,214
POS_TERMINALS,2023-06-09,33999,5118,22120,34938842.9,303884.3,3554,85,65.7,119
USSD_SERVICE,2023-06-09,221461,140399,1057113,1741074521.35,38797947.39,18964,997,37.6,2292
WALLET_APP,2023-06-09,119001,104832,1182797,297182632.42,5379726.48,10068,314,13.4,274
AGENT_BANKING,2023-06-10,62750,29912,208808,965493030.55,22080034.71,6751,247,108.6,1061
ATM_NETWORK,2023-06-10,160813,83675,802727,3283300930.77,81267391.36,63668,759,41.5,4445
CORPORATE_PORTAL,2023-06-10,13500,7470,54319,78090669.31,793537.52,1997,71,20.5,52
INTERNET_BANKING,2023-06-10,95735,63671,665958,2100655284.99,22668128.68,20788,441,43.6,1253
MOBILE_BANKING,2023-06-10,146865,125498,944718,779991242.53,13557770.06,5008,350,9.7,236
POS_TERMINALS,2023-06-10,33543,9940,45483,25845605.17,298712.03,5236,226,84.4,229
USSD_SERVICE,2023-06-10,223866,135746,942976,3527903658.87,65496074.69,18290,948,29.7,1721
WALLET_APP,2023-06-10,120628,105481,348046,570408982.27,5388261.16,4589,464,5.1,105
AGENT_BANKING,2023-06-11,62976,20025,112380,509387996.2,7883081.57,3438,485,41.9,709
ATM_NETWORK,2023-06-11,162117,49786,338333,539093175.7,7215426.23,16772,866,23.2,2299
CORPORATE_PORTAL,2023-06-11,13659,9132,50716,175796647.47,3418955.09,1579,32,29.6,69
INTERNET_BANKING,2023-06-11,95873,65708,682141,450671320.5,7419543.33,9999,474,17.4,625
MOBILE_BANKING,2023-06-11,147638,106733,604692,883221135.7,16916453.94,2217,289,5.8,181
POS_TERMINALS,2023-06-11,33474,3650,25695,44580480.81,721589.03,4038,67,117.7,106
USSD_SERVICE,2023-06-11,225606,124645,1207302,2655628706.55,43576279.93,45152,470,30.3,3417
WALLET_APP,2023-06-11,123114,110337,970224,3018094879.29,49256995.74,13473,371,10.8,478
AGENT_BANKING,2023-06-12,63552,24211,83759,38400676.62,590110.58,3941,270,115.9,233
ATM_NETWORK,2023-06-12,163413,83649,936071,300852495.11,3730882.62,53594,756,64.1,6705
CORPORATE_PORTAL,2023-06-12,13729,7326,62966,246721078.28,5448643.4,740,87,29.3,171
INTERNET_BANKING,2023-06-12,96377,52701,258443,1017749382.1,8800527.95,6260,280,15.7,303
MOBILE_BANKING,2023-06-12,149374,134206,342326,1059047124.93,8973307.25,5108,316,6.5,40
POS_TERMINALS,2023-06-12,33067,9375,87508,130029141.66,2489923.63,7866,187,153.7,272
USSD_SERVICE,2023-06-12,227248,162570,1784683,6691069677.18,67243608.26,67904,1676,31.2,5312
WALLET_APP,2023-06-12,123967,107679,515443,986183092.67,12495451.86,3800,516,3.5,119
AGENT_BANKING,2023-06-13,64132,33622,294714,349675129.3,4110706.16,20799,637,66.8,535
ATM_NETWORK,2023-06-13,162919,55540,204494,93542536.49,1455515.09,11929,604,61.1,1384
CORPORATE_PORTAL,2023-06-13,13838,8912,50746,189342968.91,2991956.29,1865,62,36.5,86
INTERNET_BANKING,2023-06-13,97132,56209,322174,187771455.74,1581724.05,8016,355,31.5,793
MOBILE_BANKING,2023-06-13,150833,108556,620033,794015729.41,16384034.89,3546,244,6.0,583
POS_TERMINALS,2023-06-13,32762,4088,21971,97078475.86,2340968.58,3376,197,158.0,171
USSD_SERVICE,2023-06-13,228227,117120,523591,2034465097.65,46186937.27,19666,1295,42.4,373
WALLET_APP,2023-06-13,124980,89335,919839,1666684232.12,14717571.59,12654,373,2.3,528
AGENT_BANKING,2023-06-14,63950,19392,164783,148806419.98,3465839.08,10595,470,22.5,191
ATM_NETWORK,2023-06-14,163855,52961,422607,475794534.49,10748927.39,19463,1311,117.4,2812
CORPORATE_PORTAL,2023-06-14,13946,8121,84265,72583103.11,1759947.01,1930,41,29.1,154
INTERNET_BANKING,2023-06-14,98555,63082,319309,1239439491.95,17851218.4,6289,700,44.9,931
MOBILE_BANKING,2023-06-14,152908,118055,868770,1846369452.91,42697249.69,11793,460,9.6,538
POS_TERMINALS,2023-06-14,32398,5572,23276,73167222.78,847938.07,2877,249,137.2,192
USSD_SERVICE,2023-06-14,228501,117783,1293450,413795802.79,8637051.81,26593,751,8.5,2905
WALLET_APP,2023-06-14,126433,105466,735728,492590358.45,11395957.04,8750,168,9.2,283
AGENT_BANKING,2023-06-15,63729,22029,222287,183274557.59,2617139.83,12989,215,107.5,748
ATM_NETWORK,2023-06-15,165468,79482,218644,844000549.95,19335512.48,9926,1238,84.6,1379
CORPORATE_PORTAL,2023-06-15,14153,7119,26776,125962170.77,1541327.91,597,72,12.2,55
INTERNET_BANKING,2023-06-15,99675,60670,586752,1535908062.49,15315556.29,11037,226,44.0,975
MOBILE_BANKING,2023-06-15,155992,109311,603330,2674633898.43,54590428.78,7792,177,13.4,602
POS_TERMINALS,2023-06-15,32400,4351,25846,79910237.02,1205728.97,2545,181,229.2,109
USSD_SERVICE,2023-06-15,230191,142468,1353576,1391980557.63,19983255.2,27733,1707,7.2,3178
WALLET_APP,2023-06-15,128567,102691,963481,4185915661.63,93607208.32,7558,492,3.3,125
AGENT_BANKING,2023-06-16,64307,28824,131926,210985227.55,2154204.99,5352,348,67.8,651
ATM_NETWORK,2023-06-16,167016,63180,657186,2423197306.07,54120370.7,41859,1206,34.4,1523
CORPORATE_PORTAL,2023-06-16,14311,9468,106027,87019309.87,1614334.08,2222,93,21.4,284
INTERNET_BANKING,2023-06-16,100830,51904,285203,234381967.65,2783495.76,6018,176,37.8,831
MOBILE_BANKING,2023-06-16,158741,136147,1452437,4757222221.9,62187720.96,20330,514,12.6,442
POS_TERMINALS,2023-06-16,31929,11172,46560,94625583.24,1515009.44,3789,484,295.5,554
USSD_SERVICE,2023-06-16,233604,138824,418798,855645180.13,13713009.7,6532,633,5.5,321
WALLET_APP,2023-06-16,131412,111931,1084264,3891951871.83,94995249.61,12574,420,6.3,949
AGENT_BANKING,2023-06-17,64003,31706,242750,702564755.21,6054762.11,14880,790,81.9,1278
ATM_NETWORK,2023-06-17,166961,74812,890390,3464018444.96,51466560.8,44446,1842,30.9,2937
CORPORATE_PORTAL,2023-06-17,14347,8870,55682,136759477.41,2729666.6,1773,92,32.9,161
INTERNET_BANKING,2023-06-17,101227,63191,164371,610360492.6,8477882.58,2068,511,10.6,112
MOBILE_BANKING,2023-06-17,161381,122082,1394750,5897462917.55,126370524.44,12540,597,9.5,1293
POS_TERMINALS,2023-06-17,31941,9408,54009,243829386.38,3389878.24,7267,173,126.2,178
USSD_SERVICE,2023-06-17,236788,127463,1242994,1808556373.7,26470996.23,39053,1523,28.4,2716
WALLET_APP,2023-06-17,133329,94053,474299,885924330.37,19829703.73,2036,361,14.9,394
AGENT_BANKING,2023-06-18,63785,22113,133898,418229580.68,7901285.17,7861,500,58.1,153
ATM_NETWORK,2023-06-18,167029,55450,187964,514069904.72,8128871.24,13399,590,22.0,1260
CORPORATE_PORTAL,2023-06-18,14376,7194,74185,75568912.29,844450.48,891,45,25.8,176
INTERNET_BANKING,2023-06-18,102577,59286,347637,284852261.93,6799250.15,4523,198,22.0,736
MOBILE_BANKING,2023-06-18,163995,115722,822293,2283035164.76,42841768.26,4226,147,10.0,234
POS_TERMINALS,2023-06-18,31428,4600,35272,169731200.31,1796859.42,6181,230,89.8,241
USSD_SERVICE,2023-06-18,239174,156010,462778,859828232.35,19363022.43,7135,1826,14.4,823
WALLET_APP,2023-06-18,134232,96302,1115089,4705999648.32,95158450.51,1566,175,1.7,1043
AGENT_BANKING,2023-06-19,64152,27114,139687,385252081.88,5891372.52,8542,485,116.2,147
ATM_NETWORK,2023-06-19,167689,67365,616827,244790861.1,5230403.72,22090,1529,29.1,3240
CORPORATE_PORTAL,2023-06-19,14529,7939,38299,29110169.3,597885.2,1375,32,16.7,59
INTERNET_BANKING,2023-06-19,103432,69028,172701,813799079.21,16039931.67,3387,362,8.4,275
MOBILE_BANKING,2023-06-19,165675,136404,928566,2601851007.98,59520762.04,8846,266,1.6,313
POS_TERMINALS,2023-06-19,31474,9999,75011,282787192.68,2893493.32,10220,514,144.7,1067
USSD_SERVICE,2023-06-19,241755,130292,1421610,220061749.72,4056755.62,36859,1104,25.6,1149
WALLET_APP,2023-06-19,137166,113674,796152,2958113562.3,60093569.83,3621,507,9.7,690
AGENT_BANKING,2023-06-20,63861,31323,222414,922777007.93,9714724.16,8721,364,42.7,824
ATM_NETWORK,2023-06-20,167875,60853,494669,837168621.01,17693708.76,27038,842,28.6,3852
CORPORATE_PORTAL,2023-06-20,14667,9971,57817,140599891.94,3285937.05,871,80,17.6,101
INTERNET_BANKING,2023-06-20,103601,65350,297882,1247544129.57,10578412.65,5209,367,36.3,659
MOBILE_BANKING,2023-06-20,168661,132886,1335326,4068477476.1,45905071.81,10596,502,4.0,444
POS_TERMINALS,2023-06-20,30967,5565,23049,90443754.73,792198.07,3499,249,200.0,95
USSD_SERVICE,2023-06-20,242143,137870,427594,1688537817.79,14884180.7,13547,493,23.0,375
WALLET_APP,2023-06-20,139852,102052,764379,1696068355.38,20630468.88,6776,399,8.3,352
AGENT_BANKING,2023-06-21,63863,27107,234863,986644859.25,23845539.25,14155,641,111.8,1568
ATM_NETWORK,2023-06-21,167985,74473,835188,3356486463.77,81390203.37,63846,1756,36.1,2514
CORPORATE_PORTAL,2023-06-21,14709,9073,95061,189682330.41,3704160.97,2883,100,42.4,118
INTERNET_BANKING,2023-06-21,103924,68811,568157,2818571815.95,58664631.82,8077,471,37.4,1350
MOBILE_BANKING,2023-06-21,171106,133081,1330985,883477566.08,9718146.31,12542,325,10.0,315
POS_TERMINALS,2023-06-21,30606,10422,68346,29098953.13,400272.88,5346,219,140.1,610
USSD_SERVICE,2023-06-21,242792,132686,925706,3387311868.08,78777490.65,32117,434,9.1,2251
WALLET_APP,2023-06-21,142693,127095,516991,1449691417.74,25249946.55,3271,187,10.5,456
AGENT_BANKING,2023-06-22,63938,23868,233072,835917031.0,15685217.62,7454,220,117.3,847
ATM_NETWORK,2023-06-22,167751,66317,198498,644864410.28,9602211.69,14124,1011,75.6,1310
CORPORATE_PORTAL,2023-06-22,14867,7821,77502,191435304.17,1658195.16,1931,39,35.7,108
INTERNET_BANKING,2023-06-22,104776,64672,655754,1372621753.39,21817111.45,16207,427,40.9,1564
MOBILE_BANKING,2023-06-22,173249,125586,978855,1561185704.09,27010787.27,7357,531,14.0,749
POS_TERMINALS,2023-06-22,30256,6481,37830,157193828.72,3175653.9,4952,198,136.8,363
USSD_SERVICE,2023-06-22,243156,164261,1656071,382975293.95,4088458.12,35253,666,6.5,3853
WALLET_APP,2023-06-22,143761,102334,416097,918877549.22,17518154.09,1179,270,3.1,224
AGENT_BANKING,2023-06-23,64258,19596,64821,164073369.29,3374048.22,3228,453,58.4,227
ATM_NETWORK,2023-06-23,166945,61426,410587,1669048714.8,31717718.38,13321,1306,54.7,3217
CORPORATE_PORTAL,2023-06-23,15072,8578,61313,126388377.71,2682015.02,752,70,12.8,161
INTERNET_BANKING,2023-06-23,105525,58795,181160,829436161.06,15813534.63,6063,386,35.7,154
MOBILE_BANKING,2023-06-23,175304,152936,405162,342709641.8,4303797.07,3728,361,12.5,343
POS_TERMINALS,2023-06-23,29883,10159,103520,88913841.52,2067208.69,13455,452,61.0,325
USSD_SERVICE,2023-06-23,244942,172727,1640907,1401984819.53,20808015.96,46215,1393,20.2,3925
WALLET_APP,2023-06-23,146030,120789,1398438,327312774.84,6530767.47,20643,363,5.3,922
AGENT_BANKING,2023-06-24,64138,21726,61760,148568227.33,2929113.89,4036,422,61.0,147
ATM_NETWORK,2023-06-24,166773,67487,405117,1580936303.72,25791738.21,29547,607,44.2,1746
CORPORATE_PORTAL,2023-06-24,15129,10752,99435,84630617.65,1602324.98,3636,123,17.2,269
INTERNET_BANKING,2023-06-24,106379,64364,419720,1354293368.54,12997951.48,7088,269,26.6,511
MOBILE_BANKING,2023-06-24,176700,151541,1165935,4343731268.38,84215588.98,15219,154,0.4,740
POS_TERMINALS,2023-06-24,29827,5002,38701,79865630.57,644071.59,6834,99,138.0,221
USSD_SERVICE,2023-06-24,247818,139137,1383168,2914501251.93,51608266.83,15831,490,5.6,1420
WALLET_APP,2023-06-24,146783,112837,345841,1709470257.01,15017700.15,5169,242,7.4,210
AGENT_BANKING,2023-06-25,64600,22119,257799,573339847.53,6622244.52,12444,379,76.8,1838
ATM_NETWORK,2023-06-25,167403,89026,326460,1019709353.86,15013300.88,24329,2054,69.6,450
CORPORATE_PORTAL,2023-06-25,15169,8647,32963,20612284.13,255851.83,401,79,34.5,44
INTERNET_BANKING,2023-06-25,107700,58241,237981,114880393.5,2105230.96,7884,420,14.4,344
MOBILE_BANKING,2023-06-25,180182,142290,1042653,977782555.82,15895076.68,14831,328,7.6,364
POS_TERMINALS,2023-06-25,29507,6813,61251,122784748.88,1328496.41,4780,208,274.3,229
USSD_SERVICE,2023-06-25,250423,128693,1254085,1120999715.78,18188972.02,43772,1451,19.5,2912
WALLET_APP,2023-06-25,149065,128546,1173536,3776043850.5,86901275.61,16971,594,12.7,237
AGENT_BANKING,2023-06-26,65184,25575,211510,879512252.81,7376220.96,15784,361,48.2,688
ATM_NETWORK,2023-06-26,168268,65978,557797,2056034817.84,34703133.75,30258,1192,118.4,2472
CORPORATE_PORTAL,2023-06-26,15326,9193,35093,117290497.56,2895397.76,1214,45,34.3,68
INTERNET_BANKING,2023-06-26,108573,55970,327413,1249624159.36,29120797.98,8540,395,18.3,500
MOBILE_BANKING,2023-06-26,184266,158427,471150,562450790.31,12121693.4,3890,704,1.8,326
POS_TERMINALS,2023-06-26,29279,6265,58090,199764369.96,3669768.35,4342,219,286.6,346
USSD_SERVICE,2023-06-26,251487,158333,1062065,2594394704.53,43469325.55,22495,1307,11.9,2140
WALLET_APP,2023-06-26,152563,118265,803811,1414381320.91,23006603.68,12046,522,14.0,505
AGENT_BANKING,2023-06-27,65175,27804,97030,215126481.43,3817740.73,7520,556,105.9,206
ATM_NETWORK,2023-06-27,168602,78302,635101,2319849811.77,23012884.28,45308,954,48.4,3741
CORPORATE_PORTAL,2023-06-27,15344,11010,81392,364555371.39,8415880.99,2204,52,35.5,42
INTERNET_BANKING,2023-06-27,109499,56859,621999,2224358947.84,18248342.2,19341,453,23.4,622
MOBILE_BANKING,2023-06-27,186781,153995,1638860,6322095096.42,110466622.53,16505,662,10.5,841
POS_TERMINALS,2023-06-27,28863,8846,46778,181535019.22,2250144.3,7074,502,271.5,500
USSD_SERVICE,2023-06-27,253533,138217,380234,1131447445.8,9615101.54,7592,690,12.2,695
WALLET_APP,2023-06-27,156029,116142,963349,3805999165.45,66866543.47,7469,226,11.7,933
AGENT_BANKING,2023-06-28,65013,31755,135519,175519478.63,2097453.64,9305,534,52.1,922
ATM_NETWORK,2023-06-28,170026,74617,559274,391368785.84,4441391.99,18456,1531,61.5,4121
CORPORATE_PORTAL,2023-06-28,15512,10430,106515,104966442.41,2516553.33,3868,70,40.1,146
INTERNET_BANKING,2023-06-28,110031,61910,584466,2703837399.47,59443350.01,19774,671,33.7,1191
MOBILE_BANKING,2023-06-28,190726,134041,1386156,6866026912.48,143245744.49,17091,242,5.2,1309
POS_TERMINALS,2023-06-28,28636,6642,23827,35316993.22,435544.42,2947,309,204.3,303
USSD_SERVICE,2023-06-28,255612,174204,559423,1564716539.01,35802113.85,20020,1484,21.9,1451
WALLET_APP,2023-06-28,156814,119832,435118,1075389286.3,26552357.35,4243,511,5.9,249
AGENT_BANKING,2023-06-29,64701,24669,157222,526078791.79,8093950.93,6671,416,57.9,717
ATM_NETWORK,2023-06-29,171235,71107,708914,983070317.14,18699608.29,49435,944,42.3,4799
CORPORATE_PORTAL,2023-06-29,15561,10282,77709,171091264.21,2235489.17,1878,98,41.5,92
INTERNET_BANKING,2023-06-29,110232,63625,482639,696290293.65,6412700.85,15785,436,42.5,1377
MOBILE_BANKING,2023-06-29,191996,150981,1334904,1474544231.53,32793416.36,15024,745,3.5,933
POS_TERMINALS,2023-06-29,28634,5300,25938,76035659.32,1151888.3,3008,92,177.3,287
USSD_SERVICE,2023-06-29,259030,183068,1301224,2781143159.62,44019757.72,31234,1734,32.7,2917
WALLET_APP,2023-06-29,159064,137263,1082977,2612793335.65,41457680.74,8152,470,13.7,794
AGENT_BANKING,2023-06-30,64863,27546,176595,347222636.67,5468478.02,7203,390,45.4,601
ATM_NETWORK,2023-06-30,171219,74325,460460,1844427037.74,41225096.55,33553,1079,93.8,2164
CORPORATE_PORTAL,2023-06-30,15709,8404,47342,188725689.64,2702925.61,1865,60,9.5,110
INTERNET_BANKING,2023-06-30,111735,68212,784343,1211004219.39,17925730.77,24883,495,25.8,1393
