product_id,metric_date,total_users,active_users,transaction_count,transaction_value,revenue,failed_transactions,complaints,downtime_minutes,fraud_incidents
CORPORATE_PORTAL,2026-03-05,13030,8155,43305,15612089.7,341778.67,931,67,32.4,54
INTERNET_BANKING,2026-03-05,92745,47481,437369,281831959.88,6217320.25,12457,396,36.7,336
MOBILE_BANKING,2026-03-05,144589,119185,1103866,3324584374.16,65096259.41,2934,169,0.7,577
POS_TERMINALS,2026-03-05,34734,7137,77992,290984174.8,6015064.38,12862,377,70.9,458
USSD_SERVICE,2026-03-05,211869,149669,948014,1969437852.47,48066742.66,19975,713,28.7,1022
WALLET_APP,2026-03-05,106377,85374,485373,2467853791.78,22015658.06,1245,163,11.8,450
AGENT_BANKING,2026-03-06,61509,24399,179430,595947050.66,7718677.08,10479,539,40.2,808
ATM_NETWORK,2026-03-06,155647,82877,689481,1975892674.56,38710340.9,28863,1908,39.1,4425
CORPORATE_PORTAL,2026-03-06,13220,7107,44950,8531924.13,98145.17,1157,69,33.8,38
INTERNET_BANKING,2026-03-06,92954,53256,422576,538126663.99,6650437.85,16390,310,23.9,334
MOBILE_BANKING,2026-03-06,146221,122464,676746,2168891685.72,22164872.88,7948,202,11.7,627
POS_TERMINALS,2026-03-06,34256,10344,106179,115654122.63,1459464.47,17077,427,241.3,425
USSD_SERVICE,2026-03-06,214990,140121,943367,828358932.57,10743894.08,23653,964,16.5,737
WALLET_APP,2026-03-06,108932,93371,377450,1348746328.74,11996242.06,1358,416,10.1,99
AGENT_BANKING,2026-03-07,61237,27311,105869,89558773.41,1878839.76,4020,638,95.6,521
ATM_NETWORK,2026-03-07,155616,53380,332470,1362113062.63,12782263.58,21106,1098,52.4,2643
CORPORATE_PORTAL,2026-03-07,13372,8590,58299,289875567.96,2579691.79,1048,39,28.8,98
INTERNET_BANKING,2026-03-07,93590,58438,329983,733593689.9,14669826.79,7756,628,20.0,911
MOBILE_BANKING,2026-03-07,149308,110063,460034,1114711809.87,13787321.27,5969,303,14.5,368
POS_TERMINALS,2026-03-07,33637,6922,33646,68393143.61,1659820.63,2229,317,168.9,500
USSD_SERVICE,2026-03-07,216394,119874,537450,1636302452.59,40606201.92,18973,425,24.5,1245
WALLET_APP,2026-03-07,109736,91169,550880,1105478682.64,21053010.12,1397,259,0.2,110
AGENT_BANKING,2026-03-08,61164,28297,186847,850125558.24,11200631.8,14006,481,116.1,530
ATM_NETWORK,2026-03-08,155845,73183,500196,1901382745.31,26558386.97,33093,997,66.7,3858
CORPORATE_PORTAL,2026-03-08,13535,9454,75810,251722277.2,5632101.09,2972,59,44.6,79
INTERNET_BANKING,2026-03-08,94192,56670,242525,129732408.98,1177153.83,3647,555,30.4,617
MOBILE_BANKING,2026-03-08,152521,129907,439584,320303354.26,5931529.1,2165,281,13.5,292
POS_TERMINALS,2026-03-08,33453,8216,51027,127773137.7,1570998.7,3906,318,239.4,753
USSD_SERVICE,2026-03-08,219024,147574,573191,2380912360.97,21477268.78,8257,520,19.4,982
WALLET_APP,2026-03-08,111720,98444,845908,2895697921.6,48117044.29,8559,132,3.5,595
AGENT_BANKING,2026-03-09,61234,29281,348034,545922650.64,13590214.59,20018,576,103.9,1670
ATM_NETWORK,2026-03-09,157060,58564,270584,1103471130.9,22562067.99,10316,919,31.9,1792
CORPORATE_PORTAL,2026-03-09,13732,9438,33440,148052474.07,2814706.71,501,103,14.7,39
INTERNET_BANKING,2026-03-09,95444,48118,492995,1230268634.72,16126122.91,12302,555,14.2,600
MOBILE_BANKING,2026-03-09,154359,125701,544927,1139644372.47,25303981.95,7480,547,13.0,500
POS_TERMINALS,2026-03-09,33245,11013,103189,306205974.55,6036898.99,8057,617,97.8,1306
USSD_SERVICE,2026-03-09,221711,155278,1448262,2568173603.28,48899024.23,43404,1097,34.5,856
WALLET_APP,2026-03-09,113165,85022,815109,702246847.52,14526675.24,9667,292,0.9,553
AGENT_BANKING,2026-03-10,61429,21304,190855,318979367.41,7344407.21,13687,509,108.3,1435
ATM_NETWORK,2026-03-10,156998,74078,212327,125348871.86,2010171.03,8044,1355,59.3,749
CORPORATE_PORTAL,2026-03-10,13928,8390,27760,102089858.45,1624172.62,933,40,11.3,73
INTERNET_BANKING,2026-03-10,96451,51788,535139,2023486437.29,41696180.74,13847,467,9.2,583
MOBILE_BANKING,2026-03-10,157785,136386,1047158,2253349925.36,45228228.75,1768,304,4.4,723
POS_TERMINALS,2026-03-10,32943,5781,51253,52985341.65,1127304.35,4509,318,120.8,520
USSD_SERVICE,2026-03-10,224472,115763,1209094,5698727785.61,132361429.94,24128,607,38.2,2463
WALLET_APP,2026-03-10,115745,94998,1122947,3035429475.84,25243968.61,16461,118,10.7,232
AGENT_BANKING,2026-03-11,61207,21464,138710,133420526.09,2333132.5,7341,442,58.5,624
ATM_NETWORK,2026-03-11,158215,80280,237105,654415402.47,10703209.18,16120,1331,23.3,658
CORPORATE_PORTAL,2026-03-11,13966,7074,26584,58264927.4,554468.64,944,56,16.5,15
INTERNET_BANKING,2026-03-11,96585,57871,351858,963522732.9,22192635.64,6382,594,28.2,442
MOBILE_BANKING,2026-03-11,160527,137363,1129189,2659536141.86,34693011.6,10049,331,8.6,590
POS_TERMINALS,2026-03-11,32408,4545,28779,135310369.57,1470516.0,4887,244,127.3,139
USSD_SERVICE,2026-03-11,225847,122511,821321,986792453.77,9884007.93,23119,1097,44.5,2384
WALLET_APP,2026-03-11,116843,91991,356607,1157954486.93,19587992.05,3481,224,1.1,245
AGENT_BANKING,2026-03-12,61763,33844,118989,500672929.94,7615767.37,9276,574,81.5,899
ATM_NETWORK,2026-03-12,157971,65470,718701,1983224358.94,24826679.34,49300,1390,68.2,751
CORPORATE_PORTAL,2026-03-12,14090,8414,41676,177849638.56,2090921.84,1275,37,29.6,57
INTERNET_BANKING,2026-03-12,97857,63637,296960,311029348.12,4380525.47,3200,242,18.2,606
MOBILE_BANKING,2026-03-12,164228,144170,838235,428603134.09,5088454.21,4281,195,3.2,720
POS_TERMINALS,2026-03-12,31813,8165,55324,80365611.21,772926.37,6494,320,137.1,336
USSD_SERVICE,2026-03-12,228444,142536,827699,1531884309.32,19074307.19,21130,568,29.8,845
WALLET_APP,2026-03-12,119661,107519,390925,516349178.39,7153071.38,656,222,5.7,243
AGENT_BANKING,2026-03-13,61463,29578,339794,987721223.58,14864407.81,22137,393,37.8,2099
ATM_NETWORK,2026-03-13,158853,75431,206065,806609516.08,13958619.12,15841,1389,117.5,267
CORPORATE_PORTAL,2026-03-13,14187,8450,63409,131626536.37,2020591.49,2482,98,19.7,40
INTERNET_BANKING,2026-03-13,98331,59005,690018,860606939.42,16518819.4,26132,289,16.8,753
MOBILE_BANKING,2026-03-13,165807,147310,610732,2496094381.91,26173625.73,2992,535,6.2,530
POS_TERMINALS,2026-03-13,31606,7385,77425,258275730.85,3542584.81,7065,248,274.8,1014
USSD_SERVICE,2026-03-13,229303,130226,1511296,2425243285.08,51998665.55,46516,1546,36.2,2238
WALLET_APP,2026-03-13,120835,85561,623983,390140245.41,3663885.48,7519,342,12.2,441
AGENT_BANKING,2026-03-14,61339,30156,261082,1274141796.72,29116355.67,20227,623,108.3,1084
ATM_NETWORK,2026-03-14,160159,66968,282969,983130957.63,20347437.45,19560,1587,69.4,1708
CORPORATE_PORTAL,2026-03-14,14290,8126,33920,138309243.78,1526764.07,957,94,26.2,84
INTERNET_BANKING,2026-03-14,98576,54446,463512,2222537842.21,53363991.42,4784,449,25.6,752
MOBILE_BANKING,2026-03-14,169231,122846,859461,4022790090.09,44866934.52,4622,224,8.9,157
POS_TERMINALS,2026-03-14,31332,5023,43712,50745173.34,768764.47,5245,179,120.6,514
USSD_SERVICE,2026-03-14,230596,155567,800458,1780532351.02,15083522.45,22085,1580,18.3,704
WALLET_APP,2026-03-14,121520,89809,610985,911519323.81,15554026.23,3316,202,9.9,321
AGENT_BANKING,2026-03-15,61429,25856,272228,923157528.11,17065970.86,13381,265,96.8,1702
ATM_NETWORK,2026-03-15,159586,83212,853358,718497991.31,11287475.7,63718,804,69.1,1980
CORPORATE_PORTAL,2026-03-15,14338,7606,66856,43288402.32,773292.38,1208,52,25.3,59
INTERNET_BANKING,2026-03-15,99457,68171,384577,1314001554.25,30688334.41,11343,480,41.8,1001
MOBILE_BANKING,2026-03-15,171501,128977,885524,1556848945.99,20917220.58,1704,408,13.9,561
POS_TERMINALS,2026-03-15,30929,7499,46834,63676354.88,1357472.47,2972,224,260.3,469
USSD_SERVICE,2026-03-15,232044,118285,316485,891513108.06,21441968.84,8981,732,10.0,600
WALLET_APP,2026-03-15,123214,108912,931540,1098782590.76,14790946.49,11861,334,12.9,595
AGENT_BANKING,2026-03-16,61692,20312,218484,531567749.07,5249779.19,12030,235,101.8,1555
ATM_NETWORK,2026-03-16,159531,84535,967899,1906518560.31,25379325.2,48997,1220,60.2,1098
CORPORATE_PORTAL,2026-03-16,14501,9783,43394,57871145.03,1327685.23,1674,97,9.7,110
INTERNET_BANKING,2026-03-16,100455,70129,744100,801722060.53,10592276.32,20711,541,31.3,494
MOBILE_BANKING,2026-03-16,174445,140778,1275488,1130252572.99,20189147.96,7210,446,3.9,335
POS_TERMINALS,2026-03-16,30662,4596,18824,33934609.66,491144.85,1243,141,245.1,160
USSD_SERVICE,2026-03-16,234803,120491,382966,1708168401.61,25955838.47,10556,927,11.7,942
WALLET_APP,2026-03-16,124205,94603,503806,889760303.82,11063615.96,4186,266,9.7,362
AGENT_BANKING,2026-03-17,61488,33768,261001,836684090.62,11996074.99,11750,828,45.1,448
ATM_NETWORK,2026-03-17,160690,72793,379161,898455424.02,9412837.95,17602,864,83.7,1207
CORPORATE_PORTAL,2026-03-17,14708,9432,63512,144620458.62,3107267.82,1782,112,27.9,180
INTERNET_BANKING,2026-03-17,100990,61400,198305,800521253.82,10768743.05,2469,446,30.8,434
MOBILE_BANKING,2026-03-17,178776,160841,772593,2241061621.52,30124228.36,4275,789,14.7,680
POS_TERMINALS,2026-03-17,30459,3622,42856,88321539.42,2001943.99,3340,146,143.3,468
USSD_SERVICE,2026-03-17,235505,134518,618343,133029788.3,3158825.89,13173,713,41.4,1147
WALLET_APP,2026-03-17,126242,88788,1004594,690317848.02,6680590.55,5331,116,1.1,578
AGENT_BANKING,2026-03-18,61540,19037,146592,160390775.78,3587042.83,8549,241,45.7,928
ATM_NETWORK,2026-03-18,161434,79782,202594,513476137.92,10005259.96,6686,1423,72.3,597
CORPORATE_PORTAL,2026-03-18,14887,10045,71549,163659144.79,2068834.87,1475,110,18.5,79
INTERNET_BANKING,2026-03-18,101386,52266,429314,447279684.96,4126241.53,11923,235,29.9,794
MOBILE_BANKING,2026-03-18,182109,133810,970526,1464547660.97,22245276.96,3664,349,4.8,814
POS_TERMINALS,2026-03-18,30036,7413,33792,23867630.94,515866.36,3677,376,127.7,186
USSD_SERVICE,2026-03-18,237439,133480,895267,3286163552.31,57282259.64,21137,504,30.1,2056
WALLET_APP,2026-03-18,128858,102325,514365,1026009051.53,11085126.18,7539,499,1.8,57
AGENT_BANKING,2026-03-19,61964,23338,189447,651885979.05,11574627.9,14417,536,43.4,868
ATM_NETWORK,2026-03-19,162353,65957,611330,1349566265.64,15948504.38,21691,610,54.1,3672
CORPORATE_PORTAL,2026-03-19,14902,9083,63658,58745516.65,677128.08,784,74,26.9,173
INTERNET_BANKING,2026-03-19,102565,58109,310424,285493148.92,6156931.81,11418,662,40.1,387
MOBILE_BANKING,2026-03-19,183410,155944,1287571,3707415405.49,76488855.65,2175,276,2.5,551
POS_TERMINALS,2026-03-19,29719,9648,103332,115068113.13,1907309.58,17002,272,171.7,648
USSD_SERVICE,2026-03-19,237942,135292,1578989,3759057743.68,84106781.46,55831,721,21.6,2350
WALLET_APP,2026-03-19,130304,99608,597212,1855659603.19,29334566.72,1126,158,2.7,63
AGENT_BANKING,2026-03-20,62192,26629,318684,1125109905.71,11309511.84,10131,217,58.2,1439
ATM_NETWORK,2026-03-20,163082,80121,650334,712667411.22,12816480.44,30089,1302,94.0,4945
CORPORATE_PORTAL,2026-03-20,15047,10792,129371,209118559.86,2222986.43,2137,44,29.8,281
INTERNET_BANKING,2026-03-20,103593,74398,659185,1705266248.01,41197217.32,11165,513,39.1,731
MOBILE_BANKING,2026-03-20,187885,154144,1797943,1313984842.35,19301009.16,5526,191,6.4,601
POS_TERMINALS,2026-03-20,29439,5685,18706,59853444.8,662317.37,1671,290,257.0,177
USSD_SERVICE,2026-03-20,241137,122408,668918,2214288430.16,19170255.3,9542,997,35.8,1171
WALLET_APP,2026-03-20,132331,102269,741894,516610088.32,4551507.73,7853,342,12.3,288
AGENT_BANKING,2026-03-21,62427,31448,362983,642106043.9,10976776.18,12843,741,24.8,825
ATM_NETWORK,2026-03-21,163196,52263,534891,2378606270.81,21019341.44,42162,998,86.7,4056
CORPORATE_PORTAL,2026-03-21,15086,9828,57806,81235140.95,1990548.36,1721,70,21.5,120
INTERNET_BANKING,2026-03-21,104862,58099,167605,717518773.77,17557269.16,5504,607,17.9,159
MOBILE_BANKING,2026-03-21,191789,156841,403360,1115279532.79,17352109.84,3087,493,7.6,146
POS_TERMINALS,2026-03-21,28858,10044,99951,66108122.72,1270674.84,11064,279,112.7,825
USSD_SERVICE,2026-03-21,243146,155600,554601,786821815.06,7988732.24,8227,818,19.8,605
WALLET_APP,2026-03-21,133278,95966,392157,598521758.28,8097961.63,4403,299,7.4,94
AGENT_BANKING,2026-03-22,62665,31627,113672,191722869.3,2221829.91,7381,270,54.3,504
ATM_NETWORK,2026-03-22,164263,77442,194526,663452117.75,14788242.53,6923,1876,101.8,438
CORPORATE_PORTAL,2026-03-22,15115,7906,62367,82625958.5,1226674.78,1569,89,12.7,60
INTERNET_BANKING,2026-03-22,105091,62217,588812,812637736.23,14276061.7,18187,288,44.5,824
MOBILE_BANKING,2026-03-22,193598,157890,1034806,2835612264.48,40297028.0,14027,692,13.0,1016
POS_TERMINALS,2026-03-22,28679,4845,35564,122758421.84,1297111.25,6176,198,67.8,269
USSD_SERVICE,2026-03-22,244476,151112,659243,899213115.96,17460738.48,8112,667,24.2,1844
WALLET_APP,2026-03-22,133947,112009,809100,472421897.48,6673459.77,9354,168,10.8,409
AGENT_BANKING,2026-03-23,63131,33413,106031,106769874.48,2213103.79,7359,374,93.9,815
ATM_NETWORK,2026-03-23,164714,56957,642255,512012843.99,8399062.18,29879,723,102.5,2073
CORPORATE_PORTAL,2026-03-23,15274,8904,33065,21298514.8,486868.72,839,75,20.2,39
INTERNET_BANKING,2026-03-23,105610,58777,648371,2548103734.5,59644712.74,12603,573,22.8,1863
MOBILE_BANKING,2026-03-23,194709,171973,779434,846810733.17,19147355.29,5647,172,13.8,344
POS_TERMINALS,2026-03-23,28687,6222,17569,14663255.43,303845.3,2307,260,157.0,241
USSD_SERVICE,2026-03-23,246161,137194,1374600,509015325.06,10548200.63,23534,1226,36.5,2461
WALLET_APP,2026-03-23,137008,97147,300637,1203137266.43,19964668.41,2156,200,13.6,91
AGENT_BANKING,2026-03-24,63236,22934,126451,403540267.4,6998422.05,5848,494,61.2,843
ATM_NETWORK,2026-03-24,165509,88738,528890,1004113124.83,14358374.97,30679,1282,48.9,806
CORPORATE_PORTAL,2026-03-24,15479,10425,39668,42372200.2,1023775.65,1385,40,34.3,74
INTERNET_BANKING,2026-03-24,106049,54336,513395,522256415.63,7215095.62,5604,414,21.3,517
MOBILE_BANKING,2026-03-24,199366,175802,1797264,646668268.91,5323318.34,26716,430,8.8,328
POS_TERMINALS,2026-03-24,28291,9080,43097,128468650.31,1513523.66,4644,337,116.2,335
USSD_SERVICE,2026-03-24,249850,127230,750663,2106325183.16,18084416.63,24574,1327,31.4,1381
WALLET_APP,2026-03-24,138642,106052,609314,237259882.89,5083601.73,5120,257,5.5,579
AGENT_BANKING,2026-03-25,63035,21069,187759,748839890.6,10777291.55,14020,408,50.1,353
ATM_NETWORK,2026-03-25,167131,56118,505932,678226608.1,11686635.64,39311,718,71.7,1053
CORPORATE_PORTAL,2026-03-25,15669,8890,49499,141549582.78,2512937.21,1732,73,13.1,143
INTERNET_BANKING,2026-03-25,106597,75388,473235,960917323.25,20055809.38,5807,395,31.8,265
MOBILE_BANKING,2026-03-25,201473,144087,641824,364810702.54,6597845.91,5050,163,11.4,445
POS_TERMINALS,2026-03-25,27879,7689,19475,21395052.6,450987.58,3165,191,165.9,257
USSD_SERVICE,2026-03-25,250821,160954,1868065,4881658743.11,92128544.58,39617,1650,42.8,1943
WALLET_APP,2026-03-25,141102,111134,1198817,1430145350.23,16015573.43,17106,170,4.2,865
AGENT_BANKING,2026-03-26,63353,30894,237139,503349662.18,9647523.97,15697,727,23.3,1622
ATM_NETWORK,2026-03-26,167258,68184,748975,3510897647.23,82965675.96,43249,634,25.2,4399
CORPORATE_PORTAL,2026-03-26,15754,8192,35075,131537973.1,2383408.43,536,64,9.7,91
INTERNET_BANKING,2026-03-26,107561,60265,460598,1823560303.04,33008429.49,11261,678,7.8,530
MOBILE_BANKING,2026-03-26,204135,175143,1606409,4322919382.29,64136818.33,6815,739,3.1,328
POS_TERMINALS,2026-03-26,27351,3656,27239,31479116.95,535904.43,4256,145,105.5,273
USSD_SERVICE,2026-03-26,254076,149741,469214,1118248201.13,9110417.45,11964,658,12.2,668
WALLET_APP,2026-03-26,144514,113012,831767,3359128918.57,32953196.77,8089,342,0.7,553
AGENT_BANKING,2026-03-27,63511,26132,253098,259545180.42,5142500.37,10431,511,49.8,1002
ATM_NETWORK,2026-03-27,166438,78754,844348,2326216675.74,32860940.13,47691,705,118.6,1073
CORPORATE_PORTAL,2026-03-27,15788,9334,66161,50497387.35,565758.03,2207,75,23.9,126
INTERNET_BANKING,2026-03-27,108760,76447,842578,1466723921.52,23151189.92,23228,465,19.9,1365
MOBILE_BANKING,2026-03-27,208757,155782,887714,4007044428.42,85780301.75,12125,439,7.5,647
POS_TERMINALS,2026-03-27,26906,4921,22496,39897517.09,695769.09,1535,96,217.2,217
USSD_SERVICE,2026-03-27,255336,165426,1944400,6883933099.19,153794477.42,59434,1751,16.7,2805
WALLET_APP,2026-03-27,146812,111293,915727,1617602038.5,31944558.54,6774,344,9.3,272
AGENT_BANKING,2026-03-28,64106,23387,158917,134409684.03,2838241.97,6699,360,29.6,1131
ATM_NETWORK,2026-03-28,166717,88024,462999,610375771.26,7287105.31,18275,796,107.2,2994
CORPORATE_PORTAL,2026-03-28,15827,10586,63280,25744604.4,479297.97,1931,81,12.7,37
INTERNET_BANKING,2026-03-28,110009,77188,420299,1234674725.38,26709453.39,14765,571,31.7,343
MOBILE_BANKING,2026-03-28,210656,160653,1173760,3572732486.02,66403759.07,9504,466,11.1,977
POS_TERMINALS,2026-03-28,26488,8403,51936,130051426.36,1158455.86,8636,235,80.8,276
USSD_SERVICE,2026-03-28,257292,173715,1807017,2718032613.84,66475098.54,36276,951,16.2,3961
WALLET_APP,2026-03-28,149139,107146,1102379,3488960702.59,66161053.78,11557,223,4.3,782
AGENT_BANKING,2026-03-29,64651,28375,258192,697974441.41,14791398.07,16189,707,41.4,1888
ATM_NETWORK,2026-03-29,167120,73785,210988,673899856.05,16294560.7,9750,1510,74.5,222
CORPORATE_PORTAL,2026-03-29,15848,7928,81916,244892056.37,2675400.45,2397,60,42.0,189
INTERNET_BANKING,2026-03-29,110975,67502,710942,177416221.71,2433013.26,10684,343,36.1,2066
MOBILE_BANKING,2026-03-29,212225,172188,1964883,5905156943.08,140231366.27,24837,338,7.2,294
POS_TERMINALS,2026-03-29,26296,5888,50117,205618672.92,3938552.89,7780,201,79.4,696
USSD_SERVICE,2026-03-29,260840,175756,1987919,4457780375.2,38600958.59,40795,1569,44.2,5395
WALLET_APP,2026-03-29,150736,124520,1104285,3354995791.91,80595144.12,8684,305,9.6,295
AGENT_BANKING,2026-03-30,65145,22875,180016,116151975.52,1121737.76,7076,268,35.7,579
ATM_NETWORK,2026-03-30,167928,56765,293506,346020504.1,8527673.05,11638,1223,31.8,1768
CORPORATE_PORTAL,2026-03-30,15866,9342,63783,193223114.96,3536995.39,2250,64,28.9,33
INTERNET_BANKING,2026-03-30,111595,74943,728895,2642285926.05,46979056.08,17611,371,33.4,1298
