product_code,period_date,total_users,active_users,new_users,churned_users,total_transactions,successful_transactions,failed_transactions,failed_txn_rate,transaction_volume,total_revenue,fee_revenue,uptime_percentage,downtime_hours,downtime_minutes,avg_response_time_ms,api_error_rate,total_complaints,resolved_complaints,csat_score,fraud_event_count,security_incident_count
MOBILE_01,2025-01-24,802401,584136,803,384,103684,98367,5317,5.129,283594615.0,8224244.0,1058184.0,99.27,0.0198,1.19,394,1.62,210,187,4.36,0,0
MOBILE_01,2025-01-25,790889,548153,843,341,97297,92524,4773,4.9061,234274335.0,6793956.0,862380.0,98.82,0.0303,1.82,419,1.439,188,172,4.05,0,0
MOBILE_01,2025-01-26,800049,571388,898,301,101421,96350,5071,5.0001,255525214.0,7410231.0,867331.0,99.05,0.0228,1.37,363,1.526,144,118,4.29,0,0
MOBILE_01,2025-01-27,808230,596699,799,388,105914,100793,5121,4.8354,231613026.0,6716778.0,834406.0,98.93,0.0268,1.61,336,1.466,194,188,4.24,0,0
MOBILE_01,2025-01-28,800456,537107,911,291,95336,90956,4380,4.595,234680644.0,6805739.0,876374.0,98.89,0.0297,1.78,376,1.152,183,175,4.23,0,0
MOBILE_01,2025-01-29,808490,580629,792,340,103061,97342,5719,5.5492,249723754.0,7241989.0,992120.0,99.51,0.0247,1.48,402,1.26,184,167,4.31,0,0
MOBILE_01,2025-01-30,794229,556143,759,410,98715,93558,5157,5.2247,231129399.0,6702753.0,858969.0,98.91,0.0292,1.75,431,1.208,187,167,4.34,0,0
MOBILE_01,2025-01-31,802871,594548,813,349,105532,100490,5042,4.7782,259815921.0,7534662.0,937802.0,99.07,0.0312,1.87,378,1.476,199,183,4.22,0,0
MOBILE_01,2025-02-01,789746,555074,553,245,98525,93280,5245,5.3237,215143082.0,6239149.0,690864.0,99.28,0.026,1.56,368,1.478,224,207,4.22,0,0
MOBILE_01,2025-02-02,802175,568073,897,337,100832,95734,5098,5.0566,265648652.0,7703811.0,952915.0,98.96,0.0245,1.47,444,1.326,204,184,4.4,0,0
MOBILE_01,2025-02-03,803241,597071,759,275,105980,101076,4904,4.6278,264080520.0,7658335.0,968764.0,99.19,0.0332,1.99,324,1.261,125,110,4.13,0,0
MOBILE_01,2025-02-04,800008,565293,824,271,100339,95251,5088,5.0714,248854849.0,7216791.0,952088.0,99.23,0.037,2.22,360,1.227,174,156,4.34,0,0
MOBILE_01,2025-02-05,801228,574577,807,283,101987,96740,5247,5.1457,235179990.0,6820220.0,910941.0,99.25,0.0292,1.75,400,1.249,145,131,4.28,0,0
MOBILE_01,2025-02-06,810299,596851,779,341,105941,101837,4104,3.8746,237902470.0,6899172.0,928929.0,98.87,0.0368,2.21,399,1.671,153,134,4.27,0,0
MOBILE_01,2025-02-07,813460,548937,657,304,97436,92954,4482,4.6001,208942291.0,6059326.0,808012.0,99.26,0.0258,1.55,365,1.491,206,182,4.33,0,0
MOBILE_01,2025-02-08,791013,570684,668,327,101296,96988,4308,4.2533,224401091.0,6507632.0,876186.0,99.19,0.0293,1.76,372,1.405,161,155,4.21,0,0
MOBILE_01,2025-02-09,804896,562330,755,387,99813,95421,4392,4.4004,276192874.0,8009593.0,1020148.0,98.62,0.0202,1.21,382,1.213,170,152,4.47,0,0
MOBILE_01,2025-02-10,792335,574358,1036,325,101948,97187,4761,4.6705,219268055.0,6358774.0,833435.0,99.07,0.0267,1.6,455,1.215,212,191,4.37,0,0
MOBILE_01,2025-02-11,796394,568448,941,303,100899,96712,4187,4.1503,237183572.0,6878324.0,890534.0,99.1,0.0212,1.27,369,0.969,141,130,4.2,0,0
MOBILE_01,2025-02-12,797438,543814,897,335,96526,91010,5516,5.7149,229342145.0,6650922.0,899930.0,99.18,0.031,1.86,373,1.32,201,179,4.34,0,0
MOBILE_01,2025-02-13,799122,560146,836,307,99425,94290,5135,5.1656,227417989.0,6595122.0,757896.0,98.65,0.0242,1.45,433,1.359,156,140,4.21,0,0
MOBILE_01,2025-02-14,808847,557467,698,350,98950,94285,4665,4.7149,247477865.0,7176858.0,884706.0,99.23,0.0283,1.7,329,1.515,173,149,4.3,0,0
MOBILE_01,2025-02-15,801545,588355,527,248,104433,99791,4642,4.4456,262178387.0,7603173.0,932065.0,99.39,0.0235,1.41,411,1.368,185,168,4.33,0,0
MOBILE_01,2025-02-16,807202,586988,611,214,104190,98789,5401,5.1847,222152220.0,6442414.0,841661.0,99.34,0.0323,1.94,375,1.25,215,199,4.19,0,0
MOBILE_01,2025-02-17,795744,599703,1008,372,106447,101714,4733,4.4464,262256302.0,7605433.0,1050484.0,99.27,0.031,1.86,403,1.1,190,177,4.37,0,0
MOBILE_01,2025-02-18,794092,592251,1000,382,105124,99976,5148,4.898,255367516.0,7405658.0,910099.0,99.37,0.03,1.8,388,1.387,175,150,4.3,0,0
MOBILE_01,2025-02-19,802428,573976,807,311,101880,97414,4466,4.3843,226168971.0,6558900.0,874452.0,99.07,0.03,1.8,428,1.578,138,124,4.22,0,0
MOBILE_01,2025-02-20,796978,547457,838,336,97173,92029,5144,5.2943,215805137.0,6258349.0,800604.0,99.32,0.0293,1.76,399,1.315,171,152,4.29,0,0
MOBILE_01,2025-02-21,799871,572067,832,265,101541,96855,4686,4.6152,212748882.0,6169718.0,727397.0,99.38,0.0285,1.71,437,0.951,176,159,4.18,0,0
MOBILE_01,2025-02-22,795259,558200,705,275,99080,94449,4631,4.6747,232998980.0,6756970.0,962077.0,99.38,0.0285,1.71,395,1.461,211,191,4.5,0,0
MOBILE_01,2025-02-23,798007,583055,754,295,103492,98164,5328,5.1489,248589220.0,7209087.0,952953.0,99.11,0.0302,1.81,351,1.158,134,125,4.33,0,0
MOBILE_01,2025-02-24,798143,580809,637,299,103093,98377,4716,4.5754,232460634.0,6741358.0,908114.0,99.09,0.0287,1.72,389,1.363,135,113,4.33,0,0
MOBILE_01,2025-02-25,804092,587135,670,265,104216,99652,4564,4.3802,243645244.0,7065712.0,803647.0,99.16,0.0212,1.27,374,1.406,159,141,4.43,0,0
MOBILE_01,2025-02-26,798351,552165,855,245,98009,93158,4851,4.9496,257637411.0,7471485.0,941076.0,99.12,0.0372,2.23,392,1.219,170,146,4.28,0,0
MOBILE_01,2025-02-27,806308,561793,925,378,99718,94382,5336,5.3515,212316078.0,6157166.0,787708.0,99.2,0.0247,1.48,383,1.716,179,159,4.45,0,0
MOBILE_01,2025-02-28,801297,570213,802,342,101212,95901,5311,5.2475,251501168.0,7293534.0,893599.0,99.43,0.028,1.68,398,1.549,196,184,4.33,0,0
MOBILE_01,2025-03-01,804695,565236,845,180,100329,95366,4963,4.947,247316471.0,7172178.0,954645.0,98.38,0.0233,1.4,371,1.777,161,154,4.11,0,0
MOBILE_01,2025-03-02,813270,579691,690,319,102895,97971,4924,4.7863,235951029.0,6842580.0,930648.0,98.83,0.0285,1.71,398,1.504,172,155,4.27,0,0
MOBILE_01,2025-03-03,810029,568006,637,345,100821,95803,5018,4.9779,252649760.0,7326843.0,970320.0,98.8,0.031,1.86,378,1.319,148,136,4.32,0,0
MOBILE_01,2025-03-04,814508,601111,801,343,106697,101262,5435,5.0945,268729246.0,7793148.0,1010106.0,99.12,0.0252,1.51,390,1.457,170,158,4.31,0,0
MOBILE_01,2025-03-05,807887,580118,658,393,102970,98226,4744,4.6077,231988269.0,6727660.0,876877.0,98.77,0.0272,1.63,403,1.453,170,158,4.19,0,0
MOBILE_01,2025-03-06,789535,554441,531,317,98413,93691,4722,4.7982,239064821.0,6932880.0,878726.0,99.31,0.0303,1.82,428,1.306,162,147,4.43,0,0
MOBILE_01,2025-03-07,796991,582396,880,323,103375,98716,4659,4.5073,256177061.0,7429135.0,919641.0,98.93,0.0302,1.81,394,1.811,149,134,4.24,0,0
MOBILE_01,2025-03-08,804136,577979,818,343,102591,97728,4863,4.741,262945019.0,7625406.0,959365.0,99.39,0.028,1.68,446,1.387,154,142,4.25,0,0
MOBILE_01,2025-03-09,801748,542040,691,331,96212,91107,5105,5.3065,250794206.0,7273032.0,957017.0,99.66,0.0277,1.66,394,1.331,185,168,4.24,0,0
MOBILE_01,2025-03-10,807468,568543,735,323,100916,95764,5152,5.1053,260018772.0,7540544.0,1057672.0,99.14,0.0305,1.83,434,1.503,198,189,4.23,0,0
MOBILE_01,2025-03-11,796266,577233,634,280,102458,97028,5430,5.3006,241890929.0,7014837.0,859390.0,99.27,0.0273,1.64,434,1.339,177,161,4.46,0,0
MOBILE_01,2025-03-12,806261,572498,715,311,101618,96813,4805,4.7293,242442640.0,7030837.0,902863.0,99.05,0.0195,1.17,363,1.632,158,142,4.49,0,0
MOBILE_01,2025-03-13,803811,571343,793,321,101413,95876,5537,5.46,235459020.0,6828312.0,888325.0,98.64,0.0313,1.88,429,1.573,186,166,4.08,0,0
MOBILE_01,2025-03-14,805215,562072,889,327,99767,94978,4789,4.8005,219073714.0,6353138.0,776887.0,99.39,0.0268,1.61,351,1.255,171,146,4.04,0,0
MOBILE_01,2025-03-15,800864,562411,662,228,99827,95081,4746,4.7551,216581700.0,6280869.0,785405.0,98.9,0.029,1.74,338,1.544,183,169,4.29,0,0
MOBILE_01,2025-03-16,803491,546922,765,339,97078,92190,4888,5.0354,247071427.0,7165071.0,919506.0,99.07,0.0315,1.89,342,1.244,217,212,4.46,0,0
MOBILE_01,2025-03-17,795105,556290,845,313,98741,94249,4492,4.5502,224472913.0,6509714.0,942806.0,98.97,0.0297,1.78,382,1.28,193,172,4.22,0,0
MOBILE_01,2025-03-18,792015,524376,650,379,93076,88625,4451,4.7829,233870992.0,6782259.0,841978.0,99.36,0.0305,1.83,411,1.495,189,168,4.34,0,0
MOBILE_01,2025-03-19,796090,566690,835,280,100587,95749,4838,4.8102,263887051.0,7652724.0,1058375.0,99.21,0.024,1.44,430,1.411,210,187,4.37,0,0
MOBILE_01,2025-03-20,802649,543220,919,394,96421,92088,4333,4.494,222684126.0,6457840.0,872029.0,99.16,0.0282,1.69,428,1.416,213,190,4.22,0,0
MOBILE_01,2025-03-21,803482,568495,702,353,100907,95812,5095,5.0497,263236661.0,7633863.0,973797.0,99.22,0.03,1.8,366,1.672,163,148,4.47,0,0
MOBILE_01,2025-03-22,811525,538662,566,363,95612,91001,4611,4.8232,229148915.0,6645319.0,950432.0,99.15,0.0318,1.91,374,1.042,182,162,4.16,0,0
MOBILE_01,2025-03-23,793764,552389,655,271,98049,93323,4726,4.8205,245961322.0,7132878.0,915632.0,98.69,0.0178,1.07,281,1.342,153,146,4.37,0,0
MOBILE_01,2025-03-24,799603,574598,867,407,101991,97175,4816,4.7221,262261652.0,7605588.0,951130.0,99.17,0.026,1.56,398,1.563,175,149,4.14,0,0
MOBILE_01,2025-03-25,803197,582964,576,269,103476,98161,5315,5.1366,276049884.0,8005447.0,1065089.0,99.15,0.0312,1.87,358,1.472,234,211,4.34,0,0
MOBILE_01,2025-03-26,797401,605386,836,283,107456,101921,5535,5.1517,266594821.0,7731250.0,940141.0,99.08,0.0298,1.79,375,1.315,215,199,4.27,0,0
MOBILE_01,2025-03-27,801659,584824,593,362,103806,98975,4831,4.6542,268994862.0,7800851.0,1077271.0,99.17,0.0323,1.94,405,1.13,144,135,4.18,0,0
MOBILE_01,2025-03-28,807715,576527,842,394,102333,96940,5393,5.2708,243172910.0,7052014.0,836449.0,98.53,0.0287,1.72,403,1.246,204,177,4.27,0,0
MOBILE_01,2025-03-29,800696,576377,575,409,102306,97159,5147,5.0314,224764850.0,6518181.0,897465.0,99.06,0.027,1.62,367,1.517,171,152,4.36,0,0
MOBILE_01,2025-03-30,804178,579756,753,429,102906,98587,4319,4.1979,234346715.0,6796055.0,981964.0,99.35,0.0325,1.95,381,1.365,197,179,4.45,0,0
MOBILE_01,2025-03-31,805449,556232,905,366,98731,93744,4987,5.0514,223746716.0,6488655.0,806908.0,99.25,0.0213,1.28,372,0.903,182,165,4.27,0,0
MOBILE_01,2025-04-01,800054,574183,633,389,101917,97082,4835,4.7447,266856148.0,7738828.0,990627.0,99.16,0.0258,1.55,385,1.334,169,156,4.55,0,0
MOBILE_01,2025-04-02,819177,583198,1038,345,103517,98166,5351,5.1698,255293383.0,7403508.0,1010028.0,98.96,0.0285,1.71,334,1.103,152,130,4.21,0,0
MOBILE_01,2025-04-03,804341,532355,781,313,94493,89197,5296,5.6049,249994724.0,7249847.0,963685.0,98.81,0.0307,1.84,420,1.264,179,165,4.26,0,0
MOBILE_01,2025-04-04,806589,575749,732,321,102195,97534,4661,4.5609,229021615.0,6641627.0,877347.0,98.89,0.0235,1.41,367,1.295,192,166,4.26,0,0
MOBILE_01,2025-04-05,803161,578776,549,319,102732,97013,5719,5.567,254665487.0,7385299.0,1003082.0,99.13,0.0198,1.19,362,1.62,141,129,4.31,0,0
MOBILE_01,2025-04-06,796411,518807,768,309,92088,87818,4270,4.637,218751735.0,6343800.0,736671.0,99.31,0.031,1.86,428,1.204,186,171,4.43,0,0
MOBILE_01,2025-04-07,809443,545612,696,397,96846,92295,4551,4.6998,230966672.0,6698033.0,930123.0,99.27,0.0273,1.64,411,1.466,140,123,4.33,0,0
MOBILE_01,2025-04-08,800924,562421,635,290,99829,95317,4512,4.5202,237493520.0,6887312.0,877800.0,99.25,0.029,1.74,353,1.293,158,137,4.39,0,0
MOBILE_01,2025-04-09,809415,547322,812,313,97149,92359,4790,4.9311,215497460.0,6249426.0,813621.0,99.1,0.0327,1.96,436,1.374,130,119,4.14,0,0
MOBILE_01,2025-04-10,803997,543079,521,367,96396,92134,4262,4.4218,211778577.0,6141579.0,791466.0,99.01,0.0252,1.51,402,1.44,184,170,4.15,0,0
MOBILE_01,2025-04-11,804460,590575,957,253,104827,99922,4905,4.6801,254532313.0,7381437.0,949142.0,99.37,0.0267,1.6,388,1.413,183,164,4.35,0,0
MOBILE_01,2025-04-12,823627,553601,863,291,98264,93330,4934,5.0217,252467037.0,7321544.0,960958.0,99.11,0.0332,1.99,404,1.581,130,125,4.38,0,0
MOBILE_01,2025-04-13,805850,571861,840,374,101505,97321,4184,4.1222,240633378.0,6978368.0,840459.0,99.29,0.0305,1.83,331,1.409,125,116,4.3,0,0
MOBILE_01,2025-04-14,803808,558819,742,382,99190,94225,4965,5.0059,215671445.0,6254472.0,828874.0,99.02,0.0208,1.25,483,1.215,192,175,4.27,0,0
MOBILE_01,2025-04-15,812680,564951,839,325,100278,95357,4921,4.9083,217591273.0,6310147.0,825861.0,98.96,0.0302,1.81,428,1.461,173,147,4.29,0,0
MOBILE_01,2025-04-16,795390,547354,731,376,97155,92731,4424,4.5544,236640866.0,6862585.0,885829.0,99.23,0.032,1.92,336,1.311,163,138,4.24,0,0
MOBILE_01,2025-04-17,802104,610063,593,330,108286,103558,4728,4.3669,223626456.0,6485167.0,853055.0,99.0,0.0365,2.19,429,1.372,166,152,4.32,0,0
MOBILE_01,2025-04-18,809281,572638,686,329,101643,96992,4651,4.5759,224353843.0,6506261.0,890106.0,99.0,0.0223,1.34,433,1.416,163,159,4.37,0,0
MOBILE_01,2025-04-19,805672,572671,794,320,101649,96854,4795,4.7177,257345369.0,7463016.0,903815.0,98.81,0.0275,1.65,374,1.648,159,145,4.24,0,0
MOBILE_01,2025-04-20,809573,561438,739,339,99655,95060,4595,4.6112,230289919.0,6678408.0,839700.0,99.28,0.026,1.56,456,1.781,201,187,4.22,0,0
MOBILE_01,2025-04-21,797719,553167,722,268,98187,93871,4316,4.3961,247555572.0,7179112.0,890458.0,99.07,0.0403,2.42,339,1.687,165,150,4.17,0,0
MOBILE_01,2025-04-22,796668,569209,662,388,101034,95871,5163,5.1107,228173983.0,6617046.0,889797.0,99.12,0.0335,2.01,401,1.571,198,168,4.04,0,0
MOBILE_01,2025-04-23,807158,567911,582,307,100804,96093,4711,4.6743,235498935.0,6829469.0,886068.0,99.07,0.0302,1.81,393,1.077,171,153,4.24,0,0
MOBILE_01,2025-04-24,805698,588533,569,226,104464,99340,5124,4.9051,243761907.0,7069095.0,949509.0,99.1,0.0323,1.94,307,1.529,187,168,4.32,0,0
MOBILE_01,2025-04-25,799822,579352,903,394,102834,98244,4590,4.4636,247651734.0,7181900.0,881488.0,99.06,0.0302,1.81,398,1.357,188,171,4.38,0,0
MOBILE_01,2025-04-26,801754,569432,907,248,101074,96732,4342,4.2968,226301044.0,6562730.0,836751.0,98.7,0.0312,1.87,378,1.513,162,148,4.3,0,0
MOBILE_01,2025-04-27,804500,589080,851,254,104561,99279,5282,5.0518,266366035.0,7724615.0,1018755.0,98.89,0.029,1.74,375,1.44,172,160,4.45,0,0
MOBILE_01,2025-04-28,801664,548787,673,232,97409,92461,4948,5.0803,210972682.0,6118208.0,824193.0,99.46,0.0343,2.06,311,1.445,166,151,4.45,0,0
MOBILE_01,2025-04-29,795621,574090,917,280,101900,97454,4446,4.3634,236025923.0,6844752.0,820812.0,98.67,0.0303,1.82,368,1.58,165,143,4.27,0,0
MOBILE_01,2025-04-30,809722,554880,813,331,98491,93942,4549,4.6196,243609036.0,7064662.0,943748.0,99.19,0.016,0.96,365,1.572,203,162,4.22,0,0
MOBILE_01,2025-05-01,798730,584568,568,373,103760,98802,4958,4.7788,233825204.0,6780931.0,919701.0,98.86,0.0315,1.89,356,1.617,139,124,4.24,0,0
MOBILE_01,2025-05-02,805614,552047,723,283,97988,93765,4223,4.3105,204405640.0,5927764.0,755980.0,99.12,0.0207,1.24,356,1.736,161,141,4.17,0,0
MOBILE_01,2025-05-03,794424,552975,820,268,98153,93100,5053,5.1487,227283927.0,6591234.0,863900.0,98.86,0.0257,1.54,361,1.481,169,152,4.27,0,0
MOBILE_01,2025-05-04,803150,583863,774,306,103635,98619,5016,4.8402,260212913.0,7546174.0,888142.0,99.44,0.0293,1.76,396,1.306,210,194,4.16,0,0
MOBILE_01,2025-05-05,800906,563698,824,283,100056,95564,4492,4.4904,247991452.0,7191752.0,945757.0,98.83,0.0325,1.95,401,1.385,178,164,4.34,0,0
MOBILE_01,2025-05-06,803108,558816,855,333,99189,94963,4226,4.2606,222185931.0,6443392.0,887430.0,99.32,0.031,1.86,415,1.398,149,145,4.29,0,0
MOBILE_01,2025-05-07,805889,560846,876,345,99550,94766,4784,4.8056,237919420.0,6899663.0,837153.0,98.94,0.022,1.32,398,1.32,189,154,4.31,0,0
MOBILE_01,2025-05-08,810372,568513,824,359,100911,96247,4664,4.6224,246467183.0,7147548.0,972046.0,99.3,0.0312,1.87,336,1.233,219,193,4.19,0,0
MOBILE_01,2025-05-09,806826,553548,899,263,98254,93101,5153,5.245,244059750.0,7077733.0,897431.0,99.67,0.0207,1.24,333,1.689,164,142,4.34,0,0
MOBILE_01,2025-05-10,804222,568036,920,320,100826,95781,5045,5.0038,221555492.0,6425109.0,752667.0,99.06,0.0272,1.63,388,1.409,178,153,4.26,0,0
MOBILE_01,2025-05-11,808891,580981,668,331,103124,97770,5354,5.1926,240548219.0,6975898.0,878330.0,99.25,0.0303,1.82,395,1.538,182,169,4.29,0,0
MOBILE_01,2025-05-12,811929,562556,591,399,99853,94962,4891,4.8986,250745851.0,7271630.0,932093.0,98.76,0.0262,1.57,358,1.436,208,181,4.22,0,0
MOBILE_01,2025-05-13,812239,580125,871,312,102972,98005,4967,4.8241,258587996.0,7499052.0,1001937.0,99.12,0.0285,1.71,388,1.432,161,146,4.32,0,0
MOBILE_01,2025-05-14,809133,592898,821,437,105239,100341,4898,4.6548,247246448.0,7170147.0,943721.0,99.16,0.032,1.92,386,1.344,184,175,4.21,0,0
MOBILE_01,2025-05-15,801815,557431,688,365,98944,94334,4610,4.6601,247887857.0,7188748.0,894972.0,99.13,0.0238,1.43,402,1.264,181,168,4.29,0,0
MOBILE_01,2025-05-16,803141,554081,959,351,98349,93400,4949,5.0323,211831102.0,6143102.0,769120.0,99.35,0.0257,1.54,378,1.196,158,137,4.6,0,0
MOBILE_01,2025-05-17,809658,583613,882,305,103591,97775,5816,5.6145,233665857.0,6776310.0,804258.0,99.15,0.0283,1.7,468,1.492,175,156,4.1,0,0
MOBILE_01,2025-05-18,800155,568737,820,230,100950,96175,4775,4.7308,230455906.0,6683221.0,845381.0,99.1,0.0275,1.65,432,1.351,177,164,4.28,0,0
MOBILE_01,2025-05-19,810593,568024,906,371,100824,95485,5339,5.296,242179383.0,7023202.0,913531.0,99.45,0.0278,1.67,393,1.271,164,140,4.21,0,0
MOBILE_01,2025-05-20,799602,571707,817,347,101477,95755,5722,5.6394,227798733.0,6606163.0,803541.0,99.15,0.035,2.1,388,1.385,156,136,4.35,0,0
MOBILE_01,2025-05-21,814682,564438,644,371,100187,95189,4998,4.989,229706172.0,6661479.0,863624.0,98.98,0.0333,2.0,416,1.0,156,141,4.13,0,0
MOBILE_01,2025-05-22,808939,578597,940,350,102700,98708,3992,3.8871,243596481.0,7064298.0,940290.0,98.94,0.0317,1.9,317,1.323,190,171,4.31,0,0
MOBILE_01,2025-05-23,810919,591442,826,175,104980,100457,4523,4.3092,221957469.0,6436767.0,888461.0,99.47,0.0283,1.7,407,1.461,202,185,4.24,0,0
MOBILE_01,2025-05-24,813161,549972,867,380,97620,92484,5136,5.2618,247329535.0,7172557.0,1052367.0,99.02,0.0252,1.51,370,1.25,168,151,4.43,0,0
MOBILE_01,2025-05-25,809326,566118,1044,324,100485,95164,5321,5.2958,245204581.0,7110933.0,987688.0,99.15,0.0285,1.71,378,1.468,188,173,4.39,0,0
MOBILE_01,2025-05-26,809698,596577,948,324,105892,101779,4113,3.8848,276555061.0,8020097.0,1051447.0,99.2,0.0325,1.95,400,1.394,158,134,4.06,0,0
MOBILE_01,2025-05-27,824905,600345,954,371,106561,100841,5720,5.3681,252852587.0,7332725.0,991944.0,99.06,0.0242,1.45,448,1.526,177,156,4.08,0,0
MOBILE_01,2025-05-28,806846,576255,663,216,102285,97317,4968,4.8576,268628268.0,7790220.0,1092228.0,99.16,0.0242,1.45,488,1.649,170,157,4.43,0,0
MOBILE_01,2025-05-29,801432,582483,669,309,103390,98473,4917,4.7559,211820061.0,6142782.0,818703.0,99.42,0.0253,1.52,379,1.533,177,160,4.26,0,0
MOBILE_01,2025-05-30,811601,565620,615,357,100397,95145,5252,5.2313,251159123.0,7283615.0,868285.0,99.09,0.0297,1.78,372,1.369,159,137,4.09,0,0
MOBILE_01,2025-05-31,804351,587882,838,288,104349,99688,4661,4.4675,245109477.0,7108175.0,814460.0,98.77,0.026,1.56,323,1.158,157,151,4.33,0,0
MOBILE_01,2025-06-01,802469,558949,876,208,99213,95160,4053,4.0853,231886067.0,6724696.0,878622.0,99.04,0.0332,1.99,389,1.706,221,196,4.47,0,0
MOBILE_01,2025-06-02,800752,570281,771,274,101224,96748,4476,4.4225,241046532.0,6990349.0,911931.0,99.15,0.0308,1.85,421,1.837,155,145,4.41,0,0
MOBILE_01,2025-06-03,812344,590937,747,305,104891,99639,5252,5.0078,253091636.0,7339657.0,1001669.0,98.94,0.0258,1.55,340,1.179,139,116,4.26,0,0
MOBILE_01,2025-06-04,802886,556811,749,384,98833,93838,4995,5.0542,231033454.0,6699970.0,885269.0,99.1,0.0308,1.85,310,1.436,157,143,4.25,0,0
MOBILE_01,2025-06-05,819208,566260,845,325,100511,95726,4785,4.7615,253499402.0,7351483.0,1021527.0,99.08,0.0283,1.7,419,1.272,197,174,4.31,0,0
MOBILE_01,2025-06-06,806734,535105,740,382,94981,90221,4760,5.0124,234580398.0,6802832.0,938214.0,99.15,0.0322,1.93,425,1.348,209,192,4.41,0,0
